STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/25/75,0.14,35,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/26/75,0.69,32,18
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/27/75,0.07,34,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/28/75,0,35,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/29/75,0.81,60,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/30/75,0.16,61,18
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/1/75,0,29,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/2/75,0,36,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/3/75,0,33,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/4/75,0,53,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/5/75,0.15,65,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/6/75,0.15,46,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/7/75,0,33,24
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/8/75,0.37,33,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/9/75,0,34,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/10/75,0,35,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/11/75,0.02,38,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/12/75,0.08,38,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/13/75,0.21,67,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/14/75,0.99,66,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/15/75,0.02,47,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/16/75,0,33,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/17/75,0,20,6
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/18/75,0,15,2
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/19/75,0,39,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/20/75,0.01,39,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/21/75,0,33,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/22/75,0,34,19
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/23/75,0,32,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/24/75,0.03,33,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/25/75,0.01,35,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/26/75,0.01,34,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/27/75,0,26,22
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/28/75,0,32,22
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/29/75,0.38,34,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/30/75,0.1,35,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/31/75,0,36,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/1/76,0.08,37,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/2/76,0.02,38,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/3/76,0,25,4
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/4/76,0,9,1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/5/76,0,27,3
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/6/76,0.02,34,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/7/76,0.22,32,-3
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/8/76,0,2,-9
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/9/76,0,13,-1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/10/76,0.03,31,7
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/11/76,0,33,19
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/12/76,0,37,22
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/13/76,0.53,34,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/14/76,0,23,10
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/15/76,0.02,35,8
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/16/76,0,35,9
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/17/76,0,17,2
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/18/76,0,20,-1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/19/76,0.02,33,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/20/76,0.11,32,12
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/21/76,0.09,25,18
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/22/76,0,24,12
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/23/76,0,33,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/24/76,0,32,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/25/76,0.11,30,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/26/76,0,31,8
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/27/76,0,17,1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/28/76,0,36,4
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/29/76,0,37,19
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/30/76,0.06,31,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/31/76,0.03,32,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/1/76,0.1,35,-1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/2/76,0,9,-11
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/3/76,0,30,-3
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/4/76,0,30,13
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/5/76,0.03,25,18
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/6/76,0.02,18,11
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/7/76,0,28,5
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/8/76,0,37,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/9/76,0,43,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/10/76,0,61,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/11/76,0,41,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/12/76,0,56,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/13/76,0,46,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/14/76,0,44,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/15/76,0.08,65,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/16/76,0.15,48,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/17/76,0.02,41,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/18/76,0.14,52,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/19/76,0.01,46,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/20/76,0.15,58,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/21/76,0.93,43,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/22/76,0,34,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/23/76,0,40,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/24/76,0,63,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/25/76,0,64,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/26/76,0,61,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/27/76,0,75,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/28/76,0,55,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/29/76,0.55,59,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/1/76,0.8,40,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/2/76,0.54,48,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/3/76,0.11,45,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/4/76,1.39,65,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/5/76,0.45,53,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/6/76,0,40,18
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/7/76,0,42,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/8/76,0,41,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/9/76,0,46,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/10/76,0.01,43,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/11/76,0,46,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/12/76,0.62,59,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/13/76,0.03,36,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/14/76,0,48,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/15/76,0,36,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/16/76,0,35,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/17/76,0,35,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/18/76,0,68,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/19/76,0,74,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/20/76,0.1,70,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/21/76,0,48,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/22/76,0,46,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/23/76,0,60,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/24/76,0.02,68,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/25/76,0,65,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/26/76,0.05,77,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/27/76,1.06,62,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/28/76,0,59,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/29/76,0.14,60,50
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/30/76,0,63,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/31/76,0.05,47,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/1/76,0,42,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/2/76,0,64,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/3/76,0,72,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/4/76,0.25,48,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/5/76,0,63,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/6/76,0,62,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/7/76,0,54,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/8/76,0,47,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/9/76,0,57,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/10/76,0.02,72,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/11/76,0.06,43,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/12/76,0,51,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/13/76,0,70,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/14/76,0,81,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/15/76,0,84,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/16/76,0,86,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/17/76,0,88,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/18/76,0,82,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/19/76,0,67,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/20/76,0.21,58,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/21/76,0.45,68,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/22/76,0,73,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/23/76,0.12,60,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/24/76,2.05,62,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/25/76,1.62,45,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/26/76,0,47,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/27/76,0,46,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/28/76,0,56,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/29/76,0,63,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/30/76,0,63,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/1/76,0,65,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/2/76,0.3,50,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/3/76,0,50,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/4/76,0,68,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/5/76,0.76,79,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/6/76,0.75,43,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/7/76,0,50,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/8/76,0,62,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/9/76,0,76,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/10/76,0,76,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/11/76,0,66,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/12/76,0,63,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/13/76,0.12,77,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/14/76,0,66,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/15/76,0.62,68,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/16/76,0.02,71,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/17/76,0,56,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/18/76,0,66,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/19/76,0,74,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/20/76,0,86,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/21/76,0,72,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/22/76,0,61,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/23/76,0,60,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/24/76,0,60,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/25/76,0,65,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/26/76,0,69,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/27/76,0,76,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/28/76,0.61,65,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/29/76,0.12,72,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/30/76,0.7,71,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/31/76,0,70,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/1/76,0,68,50
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/2/76,0,70,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/3/76,0,72,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/4/76,0,79,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/5/76,0,80,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/6/76,0,83,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/7/76,0,88,63
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/8/76,0,90,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/9/76,0,90,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/10/76,0,87,72
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/11/76,0,94,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/12/76,0,94,72
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/13/76,4.64,88,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/14/76,0,90,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/15/76,0,87,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/16/76,0,74,61
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/17/76,0,86,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/18/76,1.02,85,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/19/76,0,68,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/20/76,0,79,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/21/76,0.02,72,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/22/76,0.05,77,61
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/23/76,0,77,61
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/24/76,0.23,74,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/25/76,0,81,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/26/76,0,86,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/27/76,0.25,90,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/28/76,0.01,82,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/29/76,0.33,75,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/30/76,0,73,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/1/76,0,79,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/2/76,0,81,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/3/76,0,77,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/4/76,0,83,61
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/5/76,0,82,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/6/76,0,91,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/7/76,0.01,86,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/8/76,0,83,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/9/76,0,92,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/10/76,0,100,78
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/11/76,0,94,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/12/76,0,74,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/13/76,0,86,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/14/76,0,99,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/15/76,0,88,73
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/16/76,0.12,77,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/17/76,0,80,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/18/76,0,89,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/19/76,0.03,84,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/20/76,1.6,92,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/21/76,0.56,78,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/22/76,0,77,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/23/76,0.34,90,72
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/24/76,0,82,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/25/76,0,86,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/26/76,0,86,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/27/76,0,86,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/28/76,0.23,81,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/29/76,0,79,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/30/76,0.1,87,63
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/31/76,0.07,74,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/1/76,0,76,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/2/76,0,72,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/3/76,0,78,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/4/76,0,80,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/5/76,0.11,80,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/6/76,0.06,73,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/7/76,0,72,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/8/76,0,78,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/9/76,0,84,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/10/76,0,86,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/11/76,0.01,86,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/12/76,0.29,84,69
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/13/76,0.01,87,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/14/76,0.17,75,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/15/76,0,73,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/16/76,0,73,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/17/76,0,80,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/18/76,0,84,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/19/76,0,86,63
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/20/76,0,87,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/21/76,0,86,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/22/76,0,90,66
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/23/76,0,84,71
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/24/76,0,84,68
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/25/76,0,85,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/26/76,0.02,88,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/27/76,0,96,73
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/28/76,0.13,86,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/29/76,0,73,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/30/76,0,81,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",8/31/76,0,91,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/1/76,0,75,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/2/76,0,73,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/3/76,0,87,63
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/4/76,0,83,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/5/76,0,72,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/6/76,0,83,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/7/76,0,88,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/8/76,0,89,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/9/76,0.65,74,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/10/76,0,71,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/11/76,0,85,53
