STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/13/57,0,75,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/14/57,0,76,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/15/57,0.01,73,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/16/57,0,71,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/17/57,0,76,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/18/57,0,82,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/19/57,0.02,86,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/20/57,0.43,70,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/21/57,0.3,77,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/22/57,0.02,69,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/23/57,0,62,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/24/57,0,72,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/25/57,0,75,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/26/57,0,59,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/27/57,0,57,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/28/57,0,60,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/29/57,0,70,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",9/30/57,0,78,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/1/57,0,67,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/2/57,0,73,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/3/57,0,63,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/4/57,0,63,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/5/57,0,61,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/6/57,0,60,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/7/57,0,66,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/8/57,0,69,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/9/57,0,62,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/10/57,0,56,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/11/57,0,58,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/12/57,0,60,39
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/13/57,0,66,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/14/57,0,72,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/15/57,0.27,67,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/16/57,0.4,68,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/17/57,0,57,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/18/57,0,52,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/19/57,0,57,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/20/57,0,64,39
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/21/57,0,62,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/22/57,0.84,59,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/23/57,1.4,61,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/24/57,0.05,52,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/25/57,0,43,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/26/57,0.19,39,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/27/57,0,49,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/28/57,0,55,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/29/57,0,55,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/30/57,0,58,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",10/31/57,0,53,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/1/57,0,63,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/2/57,0.19,57,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/3/57,0,56,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/4/57,0,52,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/5/57,0,46,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/6/57,0,51,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/7/57,0.05,54,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/8/57,0.22,47,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/9/57,0,31,24
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/10/57,0,45,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/11/57,0,53,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/12/57,0,52,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/13/57,0.65,54,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/14/57,1.03,56,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/15/57,0,55,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/16/57,0,56,39
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/17/57,0,43,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/18/57,0.53,60,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/19/57,0,35,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/20/57,0,40,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/21/57,0,33,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/22/57,0,33,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/23/57,0,45,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/24/57,0,40,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/25/57,0,41,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/26/57,0,48,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/27/57,0,60,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/28/57,0.02,45,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/29/57,0.02,42,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",11/30/57,0.01,26,12
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/1/57,0,48,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/2/57,0,36,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/3/57,0,33,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/4/57,0,32,21
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/5/57,0,50,24
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/6/57,0.01,54,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/7/57,0,40,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/8/57,0,35,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/9/57,0,35,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/10/57,0.02,38,8
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/11/57,0,14,2
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/12/57,0,22,3
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/13/57,0,50,22
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/14/57,0,43,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/15/57,0,47,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/16/57,0,47,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/17/57,0,38,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/18/57,0.43,55,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/19/57,0.17,56,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/20/57,0.17,52,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/21/57,0,52,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/22/57,0,57,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/23/57,0,52,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/24/57,0,40,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/25/57,0.38,45,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/26/57,0,36,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/27/57,0.2,42,24
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/28/57,0.16,35,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/29/57,0,34,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/30/57,0.01,41,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",12/31/57,0.4,36,20
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/1/58,0.01,20,8
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/2/58,0,13,5
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/3/58,0,20,1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/4/58,0,26,6
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/5/58,0,33,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/6/58,0,35,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/7/58,0,18,14
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/8/58,0,25,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/9/58,0,39,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/10/58,0,40,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/11/58,0,35,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/12/58,0,42,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/13/58,0,41,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/14/58,0,41,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/15/58,0,36,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/16/58,0,33,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/17/58,0,33,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/18/58,0,29,17
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/19/58,0,38,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/20/58,0.07,34,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/21/58,0.7,34,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/22/58,0.05,34,19
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/23/58,0,35,16
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/24/58,0,33,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/25/58,0.04,32,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/26/58,0.18,37,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/27/58,0.07,32,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/28/58,0,28,24
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/29/58,0,28,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/30/58,0,27,19
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",1/31/58,0,27,12
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/1/58,0,22,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/2/58,0,20,12
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/3/58,0,27,10
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/4/58,0,36,9
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/5/58,0,36,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/6/58,0,34,13
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/7/58,0,16,5
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/8/58,0,9,-1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/9/58,0,5,-5
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/10/58,0,10,-1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/11/58,0,9,1
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/12/58,0,14,2
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/13/58,0,23,7
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/14/58,0.08,30,15
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/15/58,0.02,22,3
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/16/58,0,4,-7
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/17/58,0,6,-8
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/18/58,0,12,-2
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/19/58,0,24,7
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/20/58,0,31,11
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/21/58,0,37,23
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/22/58,0,37,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/23/58,0,46,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/24/58,0,46,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/25/58,0,55,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/26/58,0,57,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/27/58,0.21,45,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2/28/58,0.02,35,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/1/58,0,37,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/2/58,0.05,35,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/3/58,0.01,36,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/4/58,0,39,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/5/58,0.13,42,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/6/58,0,40,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/7/58,0,36,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/8/58,0,37,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/9/58,0,33,28
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/10/58,0,36,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/11/58,0,37,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/12/58,0,46,26
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/13/58,0,42,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/14/58,0,36,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/15/58,0,35,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/16/58,0,35,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/17/58,0,40,25
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/18/58,0,44,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/19/58,0.08,40,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/20/58,0.02,39,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/21/58,0,40,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/22/58,0,46,29
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/23/58,0,42,27
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/24/58,0,41,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/25/58,0,43,34
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/26/58,0,46,32
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/27/58,0,43,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/28/58,0.04,47,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/29/58,0,53,30
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/30/58,0,53,39
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",3/31/58,0,53,33
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/1/58,0.03,62,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/2/58,0.02,55,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/3/58,0,61,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/4/58,0,57,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/5/58,0.51,65,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/6/58,0.15,54,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/7/58,0,52,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/8/58,0,52,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/9/58,0,43,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/10/58,0,43,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/11/58,0,51,39
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/12/58,0,58,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/13/58,0,68,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/14/58,0,72,40
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/15/58,0,73,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/16/58,0,78,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/17/58,0,84,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/18/58,0,69,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/19/58,0.07,78,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/20/58,0.23,66,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/21/58,0.11,69,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/22/58,0.21,60,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/23/58,0.23,58,44
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/24/58,0,63,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/25/58,0,59,38
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/26/58,0,46,36
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/27/58,0.08,46,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/28/58,0,58,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/29/58,0,49,31
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",4/30/58,0,64,35
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/1/58,0,67,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/2/58,0,65,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/3/58,0.4,77,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/4/58,0.09,56,42
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/5/58,0,48,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/6/58,0,54,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/7/58,0,61,37
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/8/58,0,72,45
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/9/58,0,54,41
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/10/58,0,83,50
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/11/58,0,83,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/12/58,0,67,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/13/58,0,82,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/14/58,0,87,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/15/58,0.01,77,56
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/16/58,0,78,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/17/58,0.46,89,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/18/58,0.29,77,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/19/58,0,74,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/20/58,0,74,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/21/58,0,80,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/22/58,0.21,72,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/23/58,0,58,43
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/24/58,0,80,46
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/25/58,0,73,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/26/58,0,79,50
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/27/58,0,84,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/28/58,0,62,51
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/29/58,0,82,47
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/30/58,0.19,86,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",5/31/58,1.47,85,65
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/1/58,0.25,66,50
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/2/58,0,63,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/3/58,0,73,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/4/58,0,80,60
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/5/58,0,74,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/6/58,0,65,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/7/58,0,81,48
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/8/58,2.07,81,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/9/58,0.21,72,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/10/58,0.03,76,62
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/11/58,0,68,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/12/58,0.15,72,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/13/58,2.05,76,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/14/58,0,63,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/15/58,0,67,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/16/58,0,74,54
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/17/58,0.4,66,52
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/18/58,0.05,76,49
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/19/58,0.33,73,61
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/20/58,0,75,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/21/58,0,73,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/22/58,0.19,76,55
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/23/58,0.02,73,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/24/58,0.33,80,58
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/25/58,0.35,68,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/26/58,0,74,53
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/27/58,0,78,57
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/28/58,0,85,59
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/29/58,0,87,64
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",6/30/58,0,89,67
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/1/58,0,90,70
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",7/2/58,1.67,90,71
